Classificação;Segmento;Faixas de experiência;Dia da Semana;Dia;Mês;Ano;Hora;Descrição;Estado;Dias Perdidos;Dias Debitados;Reabilitado;Dias Perdidos Corrigidos;Agente Causador;Gravidade;Potencial;Grau de Risco;Compromissos (Regra de Ouro);Evento_Crítico_Target
Típico com afastamento;Transmissão;6 meses a 1 ano;Domingo;25;2;2024;14:00 - 15:00;Um empregado terceirizado, que realizaria a atividade de substituição de espaçador, se preparava para acessar o cabo, momento em que ocorreu o desprendimento de um pequeno pedaço de concreto, que estava localizada na proximidade da união do poste com a cruzeta da estrutura. Esse pedaço de concreto se chocou em seguida com a ferragem da cadeia de isoladores e foi projetado a uma distância de aproximadamente  6 metros da base da torre, atingindo um outro eletricista que estava dando apoio no solo, ocasionando um corte na boca e consequente queda do colaborador com o impacto. Ele estava utilizando o capacete, balaclava e os óculos de proteção, além da vestimenta, luvas e botas.;BA;2;0;Não;0;Golpeado por (atingido por objeto em movimento);Médio;7;Alto;3 - Trabalho em Altura;Sim
Trajeto sem afastamento;CSC;3 a 6 anos;Quarta - feira;26;6;2024;06:00 - 07:00;Empregado terceirizado ao deslocar-se de moto em seu caminho habitual de casa para trabalho, sofreu colisão de um veículo de passeio que fez uma mudança de faixa repentina e veio a colidir com a moto. ;MT;0;0;Não;0;Moto - Colisão;Médio;14;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Expansão;1 a 3 anos;Terça- feira;18;6;2024;08:00 - 09:00; Colaborador ao tentar fechar a porteira (n. º 19), de acesso à área onde seria realizada a atividade de grout vertical (junção dos segmentos da torre), deixou o Trinco da porteira escorregar de sua mão, atingindo sua boca.;RS;0;-;Não;-;Golpeado por (atingido por objeto em movimento);Baixo;10;Médio;2 - Percepção de Risco;Não
Quase Acidente;Expansão;1 a 3 anos;Terça- feira;12;11;2024;15:00 - 16:00;Colaborador da empresa Bassani Engenharia, ao retornar da cidade de Santana do Livramento, onde realizava compras administrativas, em direção ao canteiro de obras, perdeu o controle do veículo devido a problemas mecânicos, resultando em um capotamento;RS;-;-;Não;-;Carro - Capotamento;;5;Alto;8 - Veículos e Equipamentos Móveis;Sim
Quase Acidente;Expansão;6 meses a 1 ano;Segunda - feira;16;12;2024;17:00 - 18:00;O operador de guindaste da empresa Confer, durante a movimentação de desverticalização do gerador na CN2-24, colidiu com a PEMT que estava estacionada na área de movimentação. Apenas danos materiais.;RS;-;-;Não;-;Outros;;16;Baixo;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Expansão;6 meses a 1 ano;Sexta-feira;31;5;2024;10:00 - 11:00;Após a execução de solda em um perfil de aço, o colaborador (I.M.G), retirou suas luvas de proteção, e estava recolhendo os materiais utilizados na atividade. Quando sem perceber acabou apoiando sua mão no perfil que havia efetuado a solda e que estava quente.;RS;N/A;-;Não;-;Queimadura;Baixo;10;Médio;9 - Trabalho a Quente;Não
Quase Acidente;Expansão;Até 6 meses;Sábado;22;6;2024;11:00 - 12:00;Ao movimentar andaime móvel para realizar uma atividade de pintura, o colaborador P.G.C.S. soltou a tubulação, resultando no aprisionamento do dedo e de parte do pulso.;RS;N/A;-;Não;-;Outros;;10;Médio;2 - Percepção de Risco;Não
Típico sem afastamento;Expansão;6 meses a 1 ano;Terça- feira;16;1;2024;14:00 - 15:00;O colaborador executava a sua atividade de compactação com o compactador manual, quando em um certo momento não firmou no equipamento. Tendo como consequência a perda do controle do equipamento vindo o mesmo a bater em seu braço e ombro.;RO;0;0;Não;0;Golpeado por (atingido por objeto em movimento);Baixo;11;Médio;2 - Percepção de Risco;Não
Quase Acidente;Expansão;1 a 3 anos;Sábado;25;5;2024;10:00 - 11:00;Colaboradores da Andritz realizavam atividade de corte em chapa do piso do mancal de escora da UG0102 com uso de plasma. Na realização do corte fagulhas foram projetas sobre uma lona que estava no piso inferior ocasionando um princípio de incêndio. ;BA;N/A;-;Não;-;Outros;;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Expansão;6 meses a 1 ano;Quinta - feira;23;1;2025;09:00 - 10:00;O colaborador estava subindo a escada de acesso ao tubo de sucção da UG4, com uma lata de solvente nos ombros, quando veio a bater com a lata no teto rebaixado da entrada, ocorrendo o derramamento do solvente em suas costas.;MG;-;-;Não;-;;Baixo;14;Baixo;10 - Produtos Químicos Perigosos;Não
Típico sem afastamento;Transmissão;6 meses a 1 ano;Sexta-feira;31;1;2025;16:00 - 17:00;Durante atividade de abertura do Compensador Síncrono, na retirada do ventilador, que fica associado ao eixo da máquina, o mesmo despencou vindo ao piso da plataforma de madeira, aproximadamente 1 metro, e repicou no sentido do rosto do empregado próprio.;PI;;;;;Impacto sofrido por pessoa, de objeto que cai;Baixo;14;Baixo;2 - Percepção de Risco;Não
Quase Acidente;Geração - Hidráulica;Até 6 meses;Terça- feira;4;2;2025;15:00 - 16:00;Durante atividade de monitoramento de peixes no canal de fuga da casa de força 1, o motor da embarcação da empresa contratada desligou ficando a deriva com seus três tripulantes sendo arrastada em direção a maiores correntes e fluxos de água para margem direita, depois de várias tentativas de funcionar o barco, o mesmo retomou e conseguiram realizar o autossalvamento.;PA;;;;;;;10;Médio;2 - Percepção de Risco;Não
Trajeto com afastamento;CSC;1 a 3 anos;Quarta - feira;12;2;2025;17:00 - 18:00;No trajeto de volta para casa, a colaboradora teve que realizar uma conversão à esquerda. Um caminhão que se aproximava no sentido oposto parou para permitir sua passagem, mas um motociclista passou pelo acostamento e colidiu com a moto em que ela estava fazendo-a cair.;MA;4;0;Não;0;Moto - Queda;Médio;10;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Expansão;1 a 3 anos;Terça- feira;18;2;2025;16:00 - 17:00;Durante a preparação da retirado do TC da carroceria do caminhão muck, antes que fizesse o patolamento e pega com o guindaste para estabilizar a carga, foi retirado a cinta de amarração do TC, fazendo com que o TC viesse tombar para a lateral do caminhão Muck, ocorrendo apenas perda material.;SP;-;-;Não;-;;;11;Médio;2 - Percepção de Risco;Não
Quase acidente;Geração - Hidráulica;6 meses a 1 ano;Sábado;8;3;2025;11:00 - 12:00;Ao manobrar o veículo, esbarrou no fim de curso do pórtico, arranhando levemente a tinta do carro e danificando a proteção do para-lama;MG;N/A;N/A;;N/A;;;16;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;CSC;6 meses a 1 ano;Quarta - feira;26;3;2025;09:00 - 10:00;Durante deslocamento com veículo no Parque Eólico Coxilha Negra , o vigilante saiu da estrada e bateu em um poste de distribuição de energia.;RS;NA ;NA;Não;NA;;Alto;5;Alto ;8 - Veículos e Equipamentos Móveis;Sim
Quase Acidente;CSC;6 meses a 1 ano;Domingo;27;4;2025;10:00 - 11:00;Durante uma atividade de manutenção preventiva na subestação LGZ a plataforma elevatória utilizada atolou.  Ao utilizar o guindaste telescópico IMAP para retirada da plataforma, o equipamento não suportou a carga, ocasionando deformação na lança em consequência da força exercida, distância, angulação e abertura da lança.;PE;;;;;Outros;;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico com afastamento;Transmissão;1 a 3 anos;Domingo;27;7;2025;10:00 - 11:00;Durante a atividade de supressão manual de vegetação, o empregado foi surpreendido por um enxame de abelhas e sofreu múltiplas ferroadas. Ao tentar se afastar do local correndo, caiu por três vezes, ocasionando escoriações leves no braço e na perna;PI;2;;;;Animal;Médio;10;Médio;2 - Percepção de Risco;Não
Típico com afastamento;Transmissão;1 a 3 anos;Quinta - feira;8;5;2025;10:00 - 11:00;Funcionário se deslocava na trave da torre com o cabo de aterramento temporário enrolado em escolta e sustentado pelo braço direito, quando esse esforço resultou em uma luxação do ombro.;RS;14;;;;;Médio;11;Médio;3 - Trabalho em Altura;Não
Trajeto sem afastamento;CSC;1 a 3 anos;Quinta - feira;12;6;2025;16:00 - 17:00;Ao se deslocar para bater o ponto, sofreu uma queda no corredor da cozinha, vindo a colidir de forma brusca com as costas no chão, resultando em dores na região dorsal, leve impacto na cabeça e episódios de ânsia de vômito;RO;N/A;N/A;;N/A;Queda mesmo nível;Baixo;14;Baixo;2 - Percepção de Risco;Não
Trajeto com afastamento;Transmissão;1 a 3 anos;Segunda - feira;1;9;2025;11:00 - 12:00;A empregada do quadro próprio ao se deslocar de sua residência que fica no município de Guanambi/BA, para atendimento de programação de manutenção civil na SE BJS, localizada no município de Bom Jesus da Lapa/BA, informou que sentiu-se mal a 3 km do município de Matina/BA, perdendo o controle da direção do veículo de marca Mitsubishi/L200 Triton, vindo a sair da pista e capotar. ;BA;15;;Sim;;Carro - Capotamento;Médio;2;Crítico;8 - Veículos e Equipamentos Móveis;Sim
Típico sem afastamento;CSC;3 a 6 anos;Terça- feira;28;1;2025;15:00 - 16:00;Picada de abelha durante poda de árvores;MG;N/A;N/A;;N/A;Animal;Baixo;11;Médio;2 - Percepção de Risco;Não
Típico sem afastamento;Expansão;6 meses a 1 ano;Terça- feira;28;10;2025;09:00 - 10:00;Durante a execução da remoção de uma cunha danificada do estator da UG05, o colaborador, M.M.C., ao golpear o formão com um martelo de nylon contra a Cunha, chocou a mão esquerda contra a cunha.;BA;-;-;Não;-;Golpeado por (atingido por objeto em movimento);Baixo;11;Médio;2 - Percepção de Risco;Não
Trajeto com afastamento;CSC;Até 6 meses;Quarta - feira;11;6;2025;18:00 - 19:00;Queda de bicicleta motorizada no retorno para residência;ES;1;0;Não;;Golpeado por (atingido por objeto em movimento);Médio;8;Alto;8 - Veículos e Equipamentos Móveis;Sim
Típico com afastamento;Transmissão;;Segunda - feira;7;11;2022;09:00 - 10:00;Queda em calçada provocando luxação no pé.;BA;4;0;Não;;Queda mesmo nível;Baixo;13;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Geração - Hidráulica;6 meses a 1 ano;Segunda - feira;6;11;2023;17:00 - 18:00;Empregado terceirizado durante acesso ao posto de trabalho na turbina da UG 01G3 da Usina PA IV, ao pisar na plataforma, uma das tábuas do piso movimentou-se fazendo com que o empregado deslocasse para trás e sua perna entrasse no vão do piso, provocando escoriação leve.;BA;0;0;Não;0;Escorregou/Desequilibrou;Baixo;15;Baixo;2 - Percepção de Risco;Não
Quase Acidente;Expansão;Até 6 meses;Terça- feira;26;9;2023;14:00 - 15:00;Durante a realização de sinalização dos cabos para remoção no painel PPS33, o engenheiro  levou um choque bao encostar em um cabo energizado com 65v.;PR;N/A;;;;Eletricidade;;15;Baixo;4 - Eletricidade;Não
Trajeto com afastamento;Geração - Eólica;Até 6 meses;Segunda - feira;10;7;2023;07:00 - 08:00;O funcionario estava dirigindo a moto quando um cachorro se atravessou na frente com tentativa de ataque fazendo se desequilibrar e cair.;RS;10;;Não;;Moto - Queda;Médio;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Adm;Até 6 meses;Sábado;12;8;2023;06:00 - 07:00;Fazia a ronda quando pisou numa tampa mal posicionada, levando à queda dentro da caixa de passagem de água e escoriações no joelho e barriga;MG;0;0;Não;0;Queda com diferença de nível;Médio;11;Médio;11 - Não se Aplica;Não
Típico com afastamento;Adm;Até 6 meses;Segunda - feira;17;7;2023;16:00 - 17:00;Empregado teve fratura em um dedo do pé direito ao ser atingido por uma madeira que estava escorando um portão que estava sendo aberto por ele.;BA;15;;Não;;Golpeado por (atingido por objeto em movimento);Médio;11;Médio;2 - Percepção de Risco;Não
Típico com afastamento;Geração - Hidráulica;1 a 3 anos;Sexta-feira;19;5;2023;11:00 - 12:00;O empregado ajustava um o encaixe de tubulação para finalizar o serviço de forma inadvertida e colocou o dedo no momento do encaixe, causando dilaceração da polpa distal do dedo esquerdo pelo prensamento da tubulação originando o acidente.;PA;44;;Não;0;Golpeado por (atingido por objeto em movimento);Médio;11;Médio;2 - Percepção de Risco;Não
Quase Acidente;Transmissão;Até 6 meses;Domingo;25;8;2024;10:00 - 11:00;Durante o processo de desconexão do TC 92J2-1.C/BNB, o técnico de manutenção O&M de empresa contratada sofreu um desconforto por indução, quando tocou nesse equipamento.;CE;;;;;Eletricidade;;15;Baixo;4 - Eletricidade;Não
Trajeto sem afastamento;Transmissão;Até 6 meses;Terça- feira;4;6;2024;08:00 - 09:00;O empregado próprio estava realizando o trajeto em área urbana, de sua residência para a instalação onde trabalha (Eletrobras Chesf - sede Anexo II), utilizando uma motocicleta quando houve um choque com outra motocicleta, de forma que a mão do empregado recebeu uma parte do impacto ocasionado pelo choque. A outra motocicleta envolvida transportava na garupa uma gaiola de ferro utilizado para transporte de carga, com limite excedente fazendo que essa parte atingisse o guidão e mão direita do empregado, causando a lesão no metacarpo;PE;15;0;Sim;0;Moto - Colisão;Médio;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Adm;Até 6 meses;Terça- feira;27;8;2024;10:00 - 11:00;Ao adentrar no bloco B do edifício sede da Eletrobrás Chesf, o empregado próprio trainee escorregou para frente ao pisar com o pé direito no chão molhado, caindo com o joelho esquerdo no chão. Não sofreu lesão.;PE;;;;;Queda mesmo nível;;15;Baixo;Outros;Não
Quase Acidente;CSC;Até 6 meses;Terça- feira;30;1;2024;10:00 - 11:00;O empregado próprio, ao sair da oficina com destino a Fortaleza, percebeu instabilidade do veículo de prefixo 128724, parou na subestação de Russas II (local mais próximo e seguro), inspecionou o veículo e identificou que os parafusos da roda dianteira, lado do motorista, estavam folgados. Veículo estava em manutenção recorrente no sistema de freios e foi entregue pela oficina credenciada na cidade de Russas/CE.;CE;;;;;Outros;;16;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Expansão;Até 6 meses;Sexta-feira;5;4;2024;11:00 - 12:00;Quando realizava a oleta de resfduos, com apoio do caminhao munck, houve um acidente envolvendo os colaboradores, Orlando Junior Silva Graces, operador do carninhão munck da empresa TOP WIND, Jose Vinicius Rosada Silva e Carlos Alberto Almeida Rodrigues ambos auxiliares de cargas e descargas da empresa CONFER, O colaborador Jose Vinfc ius Rosada Silva estava sobre a carroceria do caminhao munck, quando ao puxar sobras de cordoalhas (cabo azul) por uma cinta deelevacao, teve seu dedo minimo esquerdo uma leve perfuracao com um dos pregos que tinha no caixote de madeira que estava acima da carroceria do caminhao munck.;RS;0;-;Não;-;Outros;Baixo;16;Baixo;2 - Percepção de Risco;Não
Quase Acidente;Expansão;Até 6 meses;Sábado;6;4;2024;11:00 - 12:00;Ao carregar sucata sobre o caminhão guindauto, ao posicionar a mão entre a cinta e o caixote na carroceria, teve contato com a ponta de prego. Houve leve escoriação, sem necessidade de encaminhamento para laboratório;RS;N/A;N/A;Não;N/A;;Baixo;15;Baixo;11 - Não se Aplica;Não
Típico sem afastamento;Expansão;6 meses a 1 ano;Quarta - feira;24;4;2024;12:00- 13:00;Durante a descarga de materiais de uma carreta, com peças das torres com  auxílio de guindauto, ao subir na carroceria para posicionar a cinta de elevação, ao se apoiar em uma madeira e esta quebrou, desiquilibrou-se e caiu no solo.;RS;0;;;;;Baixo;10;Médio;2 - Percepção de Risco;Não
Típico com afastamento;Expansão;1 a 3 anos;Segunda - feira;2;9;2024;12:00- 13:00;Conforme relato, o colaborador estava abrindo a porteira de N° 22 quando o cambão, que a mantém presa e tensionada ao moirão, se soltou, vindo a atingir o lado esquerdo de seu rosto, na região da face.;RS;2;-;Não;-;Golpeado por (atingido por objeto em movimento);Médio;10;Médio;2 - Percepção de Risco;Não
Típico sem afastamento;Expansão;1 a 3 anos;Quarta - feira;20;3;2024;09:00 - 10:00;Colaborador realizava atividade de montagem de plug Steck no Pipe shop, quando decapava cabo elétrico deixou seu dedo médio no raio de ação do estilete sendo atingido e sofrendo o Lesão.;BA;0;0;Não;0;Ferramenta Manual;Baixo;15;Baixo;Outros;Não
Quase Acidente;Transmissão ;6 meses a 1 ano;Quarta - feira;19;3;2025;11:00 - 12:00;Veículo conduzido pelo colaborador deslizou no acesso de ligação as linhas de transmissão BIG/GAS2 - Torre 405, ocasionando danos materiais no veículo (pick-up).;SC;NA ;NA;Não;NA;;;10;Médio;2 - Percepção de Risco;Não
